キャンペーンのパフォーマンス
2021年1月1日 - 2026年6月15日
時間帯,曜日,キャンペーン,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,コンバージョン,コンバージョン率,コンバージョン単価
3,木曜日,FIND／リースバック,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,FIND／リースバック,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,02_一般｜リースバック＋比較,0,2,0.00%,JPY,0,0,0.00,0,0
3,月曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般｜リースバック＋比較,0,1,0.00%,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,02_一般／リースバック-部分一致,1,28,3.57%,JPY,453,453,0.00,0.00%,0
3,月曜日,02_一般／リースバック-部分一致,1,32,3.13%,JPY,567,567,0.00,0.00%,0
3,火曜日,02_一般／リースバック-部分一致,5,12,41.67%,JPY,514,2568,0.00,0.00%,0
3,水曜日,02_一般／リースバック-部分一致,6,21,28.57%,JPY,733,4396,0.00,0.00%,0
3,木曜日,02_一般／リースバック-部分一致,1,6,16.67%,JPY,1050,1050,0.00,0.00%,0
3,金曜日,02_一般／リースバック-部分一致,1,20,5.00%,JPY,279,279,0.00,0.00%,0
3,土曜日,02_一般／リースバック-部分一致,0,32,0.00%,JPY,0,0,0.00,0,0
3,日曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／地域,0,1,0.00%,JPY,0,0,0.00,0,0
3,火曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／地域,1,1,100.00%,JPY,870,870,0.00,0.00%,0
3,日曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,4,0.00%,JPY,0,0,0.00,0,0
3,木曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,2,0.00%,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,L2_一般｜リースバック - LP06,1,3,33.33%,JPY,147,147,0.00,0.00%,0
3,月曜日,L2_一般｜リースバック - LP06,2,28,7.14%,JPY,431,861,0.00,0.00%,0
3,火曜日,L2_一般｜リースバック - LP06,2,29,6.90%,JPY,1367,2733,0.00,0.00%,0
3,水曜日,L2_一般｜リースバック - LP06,3,62,4.84%,JPY,119,358,0.00,0.00%,0
3,木曜日,L2_一般｜リースバック - LP06,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,L2_一般｜リースバック - LP06,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,L2_一般｜リースバック - LP06,0,3,0.00%,JPY,0,0,0.00,0,0
3,日曜日,L2_一般｜リースバック - LP07,0,12,0.00%,JPY,0,0,0.00,0,0
3,月曜日,L2_一般｜リースバック - LP07,3,19,15.79%,JPY,193,580,0.00,0.00%,0
3,火曜日,L2_一般｜リースバック - LP07,3,51,5.88%,JPY,271,812,0.00,0.00%,0
3,水曜日,L2_一般｜リースバック - LP07,1,4,25.00%,JPY,852,852,0.00,0.00%,0
3,木曜日,L2_一般｜リースバック - LP07,1,4,25.00%,JPY,402,402,0.00,0.00%,0
3,金曜日,L2_一般｜リースバック - LP07,0,2,0.00%,JPY,0,0,0.00,0,0
3,土曜日,L2_一般｜リースバック - LP07,0,12,0.00%,JPY,0,0,0.00,0,0
3,日曜日,L2_一般｜リースバック - new,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,L2_一般｜リースバック - new,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,02_一般／リースバック-フレーズ以上,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,02_一般／リースバック-フレーズ以上,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,02_一般／リースバック-フレーズ以上,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,02_一般／リースバック-フレーズ以上,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,02_一般／リースバック-フレーズ以上,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,02_一般／リースバック-フレーズ以上,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,02_一般／リースバック-フレーズ以上,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,L2_リースバック｜最適化テスト,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,【CP】検索_リースバックコンサル,5,55,9.09%,JPY,2069,10347,0.00,0.00%,0
3,月曜日,【CP】検索_リースバックコンサル,5,61,8.20%,JPY,1093,5465,1.00,20.00%,5465
3,火曜日,【CP】検索_リースバックコンサル,9,76,11.84%,JPY,1620,14584,0.00,0.00%,0
3,水曜日,【CP】検索_リースバックコンサル,9,85,10.59%,JPY,1422,12801,1.00,11.11%,12801
3,木曜日,【CP】検索_リースバックコンサル,3,69,4.35%,JPY,1864,5593,0.00,0.00%,0
3,金曜日,【CP】検索_リースバックコンサル,7,73,9.59%,JPY,1398,9787,0.00,0.00%,0
3,土曜日,【CP】検索_リースバックコンサル,5,78,6.41%,JPY,3249,16247,1.00,20.00%,16247
3,日曜日,【CP】P-MAX_リースバックコンサル,3,240,1.25%,JPY,325,975,0.00,0.00%,0
3,月曜日,【CP】P-MAX_リースバックコンサル,0,75,0.00%,JPY,0,46,0.00,0.00%,0
3,火曜日,【CP】P-MAX_リースバックコンサル,1,93,1.08%,JPY,430,430,0.00,0.00%,0
3,水曜日,【CP】P-MAX_リースバックコンサル,2,125,1.60%,JPY,347,693,0.00,0.00%,0
3,木曜日,【CP】P-MAX_リースバックコンサル,5,140,3.57%,JPY,31,155,0.00,0.00%,0
3,金曜日,【CP】P-MAX_リースバックコンサル,2,52,3.85%,JPY,16,31,0.00,0.00%,0
3,土曜日,【CP】P-MAX_リースバックコンサル,10,256,3.91%,JPY,44,440,0.00,0.00%,0
3,日曜日,【CP】リマーケティング_リースバックコンサル,2,241,0.83%,JPY,15,30,0.00,0.00%,0
3,月曜日,【CP】リマーケティング_リースバックコンサル,1,114,0.88%,JPY,10,10,0.00,0.00%,0
3,火曜日,【CP】リマーケティング_リースバックコンサル,1,90,1.11%,JPY,11,11,0.00,0.00%,0
3,水曜日,【CP】リマーケティング_リースバックコンサル,2,55,3.64%,JPY,15,29,0.00,0.00%,0
3,木曜日,【CP】リマーケティング_リースバックコンサル,20,"1,624",1.23%,JPY,5,110,0.00,0.00%,0
3,金曜日,【CP】リマーケティング_リースバックコンサル,2,201,1.00%,JPY,10,20,0.00,0.00%,0
3,土曜日,【CP】リマーケティング_リースバックコンサル,0,12,0.00%,JPY,0,0,0.00,0,0
3,日曜日,【CP】検索_「リースバック」完全一致のみ,2,4,50.00%,JPY,9047,18094,0.00,0.00%,0
3,水曜日,【CP】検索_「リースバック」完全一致のみ,2,5,40.00%,JPY,9540,19081,1.00,50.00%,19081
3,金曜日,【CP】検索_「リースバック」完全一致のみ,2,2,100.00%,JPY,14431,28862,0.00,0.00%,0
3,土曜日,【CP】検索_「リースバック」完全一致のみ,1,2,50.00%,JPY,7046,7046,0.00,0.00%,0
3,日曜日,NEW［不動産］リースバック,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,NEW［不動産］リースバック,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,NEW［不動産］リースバック,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,NEW［不動産］リースバック,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,NEW［不動産］リースバック,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,NEW［不動産］リースバック,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,NEW［不動産］リースバック,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,NEW［不動産］リースバック｜2026,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,NEW［不動産］リースバック｜2026,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,NEW［不動産］リースバック｜2026,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,NEW［不動産］リースバック｜2026,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,NEW［不動産］リースバック｜2026,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,NEW［不動産］リースバック｜2026,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,NEW［不動産］リースバック｜2026,0,0,0,JPY,0,0,0.00,0,0
3,日曜日,［不動産］リースバック｜強化,0,0,0,JPY,0,0,0.00,0,0
3,月曜日,［不動産］リースバック｜強化,0,0,0,JPY,0,0,0.00,0,0
3,火曜日,［不動産］リースバック｜強化,0,0,0,JPY,0,0,0.00,0,0
3,水曜日,［不動産］リースバック｜強化,0,0,0,JPY,0,0,0.00,0,0
3,木曜日,［不動産］リースバック｜強化,0,0,0,JPY,0,0,0.00,0,0
3,金曜日,［不動産］リースバック｜強化,0,0,0,JPY,0,0,0.00,0,0
3,土曜日,［不動産］リースバック｜強化,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,01_指名,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,01_指名,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,01_指名,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,01_指名,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,01_指名,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,01_指名,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,※終了※02_一般,0,1,0.00%,JPY,0,0,0.00,0,0
4,月曜日,※終了※02_一般,0,3,0.00%,JPY,0,0,0.00,0,0
4,火曜日,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,※終了※02_一般,0,1,0.00%,JPY,0,0,0.00,0,0
4,木曜日,※終了※02_一般,0,6,0.00%,JPY,0,0,0.00,0,0
4,金曜日,※終了※02_一般,0,6,0.00%,JPY,0,0,0.00,0,0
4,土曜日,※終了※02_一般,0,1,0.00%,JPY,0,0,0.00,0,0
4,月曜日,※終了※03_競合,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,※終了※03_競合,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,※終了※03_競合,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,※終了※03_競合,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,※終了※03_競合,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,※終了※03_競合,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,02_一般／リースバック複合KW,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック複合KW,3,4,75.00%,JPY,897,2691,0.00,0.00%,0
4,火曜日,02_一般／リースバック複合KW,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／リースバック複合KW,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック複合KW,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック複合KW,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／リースバック複合KW,0,2,0.00%,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック単一KW,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック単一KW,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／リースバック単一KW,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック単一KW,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック単一KW,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／リースバック単一KW,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,FIND／リースバック,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,FIND／リースバック,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,FIND／リースバック,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,FIND／リースバック,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般｜リースバック＋比較,0,2,0.00%,JPY,0,0,0.00,0,0
4,金曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／リースバック,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,02_一般／リースバック-部分一致,0,27,0.00%,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-部分一致,1,36,2.78%,JPY,720,720,0.00,0.00%,0
4,火曜日,02_一般／リースバック-部分一致,1,9,11.11%,JPY,206,206,0.00,0.00%,0
4,水曜日,02_一般／リースバック-部分一致,1,18,5.56%,JPY,151,151,0.00,0.00%,0
4,木曜日,02_一般／リースバック-部分一致,2,3,66.67%,JPY,187,374,0.00,0.00%,0
4,金曜日,02_一般／リースバック-部分一致,2,22,9.09%,JPY,380,759,0.00,0.00%,0
4,土曜日,02_一般／リースバック-部分一致,8,33,24.24%,JPY,563,4501,0.00,0.00%,0
4,日曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／リースバック-部分一致｜再構築,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／地域,2,7,28.57%,JPY,896,1792,0.00,0.00%,0
4,日曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／リースバック-部分一致｜再々構築,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／リースバック-部分一致｜再々構築 #2,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,6,0.00%,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック-部分一致｜再々構築 #5,2,3,66.67%,JPY,629,1258,0.00,0.00%,0
4,金曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／リースバック-部分一致｜再々構築 #5,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／リースバック-完全一致,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,L2_一般｜リースバック - LP06,0,6,0.00%,JPY,0,0,0.00,0,0
4,月曜日,L2_一般｜リースバック - LP06,2,16,12.50%,JPY,114,227,0.00,0.00%,0
4,火曜日,L2_一般｜リースバック - LP06,8,45,17.78%,JPY,595,4762,1.00,12.50%,4762
4,水曜日,L2_一般｜リースバック - LP06,8,66,12.12%,JPY,120,959,0.00,0.00%,0
4,木曜日,L2_一般｜リースバック - LP06,0,4,0.00%,JPY,0,0,0.00,0,0
4,金曜日,L2_一般｜リースバック - LP06,0,2,0.00%,JPY,0,0,0.00,0,0
4,土曜日,L2_一般｜リースバック - LP06,0,1,0.00%,JPY,0,0,0.00,0,0
4,日曜日,L2_一般｜リースバック - LP07,1,19,5.26%,JPY,111,111,0.00,0.00%,0
4,月曜日,L2_一般｜リースバック - LP07,3,19,15.79%,JPY,224,671,0.00,0.00%,0
4,火曜日,L2_一般｜リースバック - LP07,3,39,7.69%,JPY,525,1574,0.00,0.00%,0
4,水曜日,L2_一般｜リースバック - LP07,1,7,14.29%,JPY,618,618,0.00,0.00%,0
4,木曜日,L2_一般｜リースバック - LP07,0,7,0.00%,JPY,0,0,0.00,0,0
4,金曜日,L2_一般｜リースバック - LP07,0,2,0.00%,JPY,0,0,0.00,0,0
4,土曜日,L2_一般｜リースバック - LP07,1,14,7.14%,JPY,117,117,0.00,0.00%,0
4,日曜日,L2_一般｜リースバック - new,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,L2_一般｜リースバック - new,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック-部分一致｜埼玉LP06,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック-部分一致｜福岡,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
4,水曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
4,木曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
4,金曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
4,土曜日,02_一般／リースバック-部分一致｜リスタート,0,0,0,JPY,0,0,0.00,0,0
4,日曜日,02_一般／リースバック-フレーズ以上,0,0,0,JPY,0,0,0.00,0,0
4,月曜日,02_一般／リースバック-フレーズ以上,0,0,0,JPY,0,0,0.00,0,0
4,火曜日,02_一般／リースバック-フレーズ以上,0,0,0,JPY,0,0,0.00,0,0
