キャンペーンのパフォーマンス
2021年1月1日 - 2026年6月15日
時間帯,曜日,キャンペーン,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,コンバージョン,コンバージョン率,コンバージョン単価
12,土曜日,02_一般｜リースバック＋比較,1,3,33.33%,JPY,4646,4646,0.00,0.00%,0
12,月曜日,02_一般／リースバック,0,15,0.00%,JPY,0,0,0.00,0,0
12,火曜日,02_一般／リースバック,1,15,6.67%,JPY,2566,2566,0.00,0.00%,0
12,水曜日,02_一般／リースバック,6,18,33.33%,JPY,1760,10561,1.00,16.67%,10561
12,木曜日,02_一般／リースバック,3,20,15.00%,JPY,1114,3341,0.00,0.00%,0
12,金曜日,02_一般／リースバック,1,18,5.56%,JPY,1133,1133,0.00,0.00%,0
12,土曜日,02_一般／リースバック,1,3,33.33%,JPY,958,958,0.00,0.00%,0
12,日曜日,02_一般／リースバック-部分一致,10,139,7.19%,JPY,900,8996,1.00,10.00%,8996
12,月曜日,02_一般／リースバック-部分一致,23,245,9.39%,JPY,469,10790,2.00,8.70%,5395
12,火曜日,02_一般／リースバック-部分一致,12,129,9.30%,JPY,487,5847,0.00,0.00%,0
12,水曜日,02_一般／リースバック-部分一致,11,119,9.24%,JPY,345,3799,0.00,0.00%,0
12,木曜日,02_一般／リースバック-部分一致,8,103,7.77%,JPY,334,2668,0.00,0.00%,0
12,金曜日,02_一般／リースバック-部分一致,17,160,10.63%,JPY,520,8840,1.00,5.88%,8840
12,土曜日,02_一般／リースバック-部分一致,25,223,11.21%,JPY,463,11569,0.00,0.00%,0
12,日曜日,02_一般／リースバック-部分一致｜再構築,46,657,7.00%,JPY,423,19480,2.00,4.35%,9740
12,月曜日,02_一般／リースバック-部分一致｜再構築,47,741,6.34%,JPY,426,20038,0.00,0.00%,0
12,火曜日,02_一般／リースバック-部分一致｜再構築,59,497,11.87%,JPY,470,27756,4.00,6.78%,6939
12,水曜日,02_一般／リースバック-部分一致｜再構築,165,861,19.16%,JPY,344,56826,2.00,1.21%,28413
12,木曜日,02_一般／リースバック-部分一致｜再構築,43,593,7.25%,JPY,475,20429,2.00,4.65%,10215
12,金曜日,02_一般／リースバック-部分一致｜再構築,37,816,4.53%,JPY,466,17248,0.00,0.00%,0
12,土曜日,02_一般／リースバック-部分一致｜再構築,39,907,4.30%,JPY,442,17243,0.00,0.00%,0
12,日曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
12,月曜日,02_一般／地域,0,2,0.00%,JPY,0,0,0.00,0,0
12,火曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
12,水曜日,02_一般／地域,0,2,0.00%,JPY,0,0,0.00,0,0
12,木曜日,02_一般／地域,0,3,0.00%,JPY,0,0,0.00,0,0
12,金曜日,02_一般／地域,0,4,0.00%,JPY,0,0,0.00,0,0
12,土曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
12,日曜日,02_一般／リースバック-部分一致｜再々構築,20,233,8.58%,JPY,627,12540,1.00,5.00%,12540
12,月曜日,02_一般／リースバック-部分一致｜再々構築,33,356,9.27%,JPY,904,29848,3.00,9.09%,9949
12,火曜日,02_一般／リースバック-部分一致｜再々構築,35,435,8.05%,JPY,415,14534,1.67,4.76%,8720
12,水曜日,02_一般／リースバック-部分一致｜再々構築,159,742,21.43%,JPY,274,43561,0.00,0.00%,0
12,木曜日,02_一般／リースバック-部分一致｜再々構築,41,348,11.78%,JPY,395,16213,2.00,4.88%,8107
12,金曜日,02_一般／リースバック-部分一致｜再々構築,30,325,9.23%,JPY,459,13757,0.00,0.00%,0
12,土曜日,02_一般／リースバック-部分一致｜再々構築,24,201,11.94%,JPY,705,16909,1.00,4.17%,16909
12,日曜日,02_一般／リースバック-部分一致｜再々構築 #2,53,460,11.52%,JPY,449,23783,1.00,1.89%,23783
12,月曜日,02_一般／リースバック-部分一致｜再々構築 #2,32,450,7.11%,JPY,762,24369,2.00,6.25%,12185
12,火曜日,02_一般／リースバック-部分一致｜再々構築 #2,37,444,8.33%,JPY,774,28626,4.00,10.81%,7157
12,水曜日,02_一般／リースバック-部分一致｜再々構築 #2,179,908,19.71%,JPY,351,62799,3.00,1.68%,20933
12,木曜日,02_一般／リースバック-部分一致｜再々構築 #2,24,361,6.65%,JPY,881,21138,0.00,0.00%,0
12,金曜日,02_一般／リースバック-部分一致｜再々構築 #2,37,357,10.36%,JPY,517,19142,0.00,0.00%,0
12,土曜日,02_一般／リースバック-部分一致｜再々構築 #2,34,388,8.76%,JPY,513,17450,1.00,2.94%,17450
12,日曜日,02_一般／リースバック-部分一致｜再々構築 #3,33,301,10.96%,JPY,497,16404,1.00,3.03%,16404
12,月曜日,02_一般／リースバック-部分一致｜再々構築 #3,45,494,9.11%,JPY,663,29842,1.50,3.33%,19895
12,火曜日,02_一般／リースバック-部分一致｜再々構築 #3,35,447,7.83%,JPY,737,25806,1.00,2.86%,25806
12,水曜日,02_一般／リースバック-部分一致｜再々構築 #3,109,691,15.77%,JPY,425,46308,2.00,1.83%,23154
12,木曜日,02_一般／リースバック-部分一致｜再々構築 #3,29,397,7.30%,JPY,719,20861,0.00,0.00%,0
12,金曜日,02_一般／リースバック-部分一致｜再々構築 #3,44,365,12.05%,JPY,874,38440,1.33,3.03%,28830
12,土曜日,02_一般／リースバック-部分一致｜再々構築 #3,35,291,12.03%,JPY,783,27420,1.00,2.86%,27420
12,月曜日,02_一般／リースバック-部分一致｜再々構築 #4,2,23,8.70%,JPY,443,886,0.00,0.00%,0
12,火曜日,02_一般／リースバック-部分一致｜再々構築 #4,4,74,5.41%,JPY,1207,4827,0.00,0.00%,0
12,水曜日,02_一般／リースバック-部分一致｜再々構築 #4,2,61,3.28%,JPY,223,445,0.00,0.00%,0
12,木曜日,02_一般／リースバック-部分一致｜再々構築 #4,16,57,28.07%,JPY,489,7824,0.00,0.00%,0
12,金曜日,02_一般／リースバック-部分一致｜再々構築 #4,1,35,2.86%,JPY,280,280,0.00,0.00%,0
12,土曜日,02_一般／リースバック-部分一致｜再々構築 #4,0,40,0.00%,JPY,0,0,0.00,0,0
12,日曜日,02_一般／リースバック-部分一致｜再々構築 #5,288,"2,808",10.26%,JPY,878,252753,9.00,3.13%,28084
12,月曜日,02_一般／リースバック-部分一致｜再々構築 #5,281,"3,032",9.27%,JPY,955,268247,8.00,2.85%,33531
12,火曜日,02_一般／リースバック-部分一致｜再々構築 #5,259,"2,950",8.78%,JPY,860,222750,4.00,1.54%,55688
12,水曜日,02_一般／リースバック-部分一致｜再々構築 #5,281,"2,765",10.16%,JPY,899,252664,7.67,2.73%,32956
12,木曜日,02_一般／リースバック-部分一致｜再々構築 #5,300,"3,073",9.76%,JPY,816,244902,9.50,3.17%,25779
12,金曜日,02_一般／リースバック-部分一致｜再々構築 #5,273,"2,704",10.10%,JPY,917,250384,8.50,3.11%,29457
12,土曜日,02_一般／リースバック-部分一致｜再々構築 #5,261,"2,537",10.29%,JPY,1000,261033,12.00,4.60%,21753
12,日曜日,02_一般／リースバック-完全一致,0,7,0.00%,JPY,0,0,0.00,0,0
12,月曜日,02_一般／リースバック-完全一致,1,17,5.88%,JPY,1229,1229,0.00,0.00%,0
12,火曜日,02_一般／リースバック-完全一致,4,30,13.33%,JPY,1644,6575,0.00,0.00%,0
12,水曜日,02_一般／リースバック-完全一致,5,28,17.86%,JPY,771,3857,0.00,0.00%,0
12,木曜日,02_一般／リースバック-完全一致,3,21,14.29%,JPY,381,1142,0.00,0.00%,0
12,金曜日,02_一般／リースバック-完全一致,4,33,12.12%,JPY,1440,5760,0.00,0.00%,0
12,土曜日,02_一般／リースバック-完全一致,6,24,25.00%,JPY,1886,11315,0.00,0.00%,0
12,日曜日,L2_一般｜リースバック - LP06,2,32,6.25%,JPY,321,641,0.00,0.00%,0
12,月曜日,L2_一般｜リースバック - LP06,1,36,2.78%,JPY,328,328,0.00,0.00%,0
12,火曜日,L2_一般｜リースバック - LP06,6,107,5.61%,JPY,838,5030,0.00,0.00%,0
12,水曜日,L2_一般｜リースバック - LP06,8,104,7.69%,JPY,294,2349,0.00,0.00%,0
12,木曜日,L2_一般｜リースバック - LP06,3,121,2.48%,JPY,485,1455,0.00,0.00%,0
12,金曜日,L2_一般｜リースバック - LP06,4,46,8.70%,JPY,471,1882,0.00,0.00%,0
12,土曜日,L2_一般｜リースバック - LP06,1,43,2.33%,JPY,140,140,0.00,0.00%,0
12,日曜日,L2_一般｜リースバック - LP07,8,77,10.39%,JPY,160,1281,0.00,0.00%,0
12,月曜日,L2_一般｜リースバック - LP07,14,134,10.45%,JPY,266,3720,5.00,35.71%,744
12,火曜日,L2_一般｜リースバック - LP07,10,111,9.01%,JPY,509,5092,0.00,0.00%,0
12,水曜日,L2_一般｜リースバック - LP07,2,41,4.88%,JPY,5078,10156,0.00,0.00%,0
12,木曜日,L2_一般｜リースバック - LP07,1,23,4.35%,JPY,1739,1739,0.00,0.00%,0
12,金曜日,L2_一般｜リースバック - LP07,0,45,0.00%,JPY,0,0,0.00,0,0
12,土曜日,L2_一般｜リースバック - LP07,1,30,3.33%,JPY,1295,1295,0.33,33.33%,3885
12,日曜日,L2_一般｜リースバック - new,2,19,10.53%,JPY,435,870,0.00,0.00%,0
12,月曜日,L2_一般｜リースバック - new,0,23,0.00%,JPY,0,0,0.00,0,0
12,金曜日,L2_一般｜リースバック - new,4,95,4.21%,JPY,1274,5097,0.00,0.00%,0
12,土曜日,L2_一般｜リースバック - new,3,16,18.75%,JPY,1381,4143,0.00,0.00%,0
12,土曜日,L2_一般｜リースバック - new 完全一致,1,15,6.67%,JPY,2104,2104,0.00,0.00%,0
12,火曜日,02_一般／リースバック-部分一致｜埼玉LP06,8,61,13.11%,JPY,1255,10042,0.00,0.00%,0
12,水曜日,02_一般／リースバック-部分一致｜埼玉LP06,5,69,7.25%,JPY,507,2534,0.00,0.00%,0
12,日曜日,02_一般／リースバック-部分一致｜福岡,0,1,0.00%,JPY,0,0,0.00,0,0
12,月曜日,02_一般／リースバック-部分一致｜福岡,3,5,60.00%,JPY,616,1848,0.00,0.00%,0
12,火曜日,02_一般／リースバック-部分一致｜福岡,2,16,12.50%,JPY,613,1225,0.00,0.00%,0
12,水曜日,02_一般／リースバック-部分一致｜福岡,3,17,17.65%,JPY,3009,9027,0.00,0.00%,0
12,木曜日,02_一般／リースバック-部分一致｜福岡,1,22,4.55%,JPY,5992,5992,0.00,0.00%,0
12,金曜日,02_一般／リースバック-部分一致｜福岡,1,4,25.00%,JPY,773,773,0.00,0.00%,0
12,土曜日,02_一般／リースバック-部分一致｜福岡,0,1,0.00%,JPY,0,0,0.00,0,0
12,日曜日,02_一般／リースバック-部分一致｜リスタート,36,432,8.33%,JPY,2223,80026,2.33,6.48%,34297
12,月曜日,02_一般／リースバック-部分一致｜リスタート,59,597,9.88%,JPY,1226,72320,4.00,6.78%,18080
12,火曜日,02_一般／リースバック-部分一致｜リスタート,48,498,9.64%,JPY,1763,84644,1.50,3.13%,56429
12,水曜日,02_一般／リースバック-部分一致｜リスタート,47,441,10.66%,JPY,984,46254,0.00,0.00%,0
12,木曜日,02_一般／リースバック-部分一致｜リスタート,44,437,10.07%,JPY,1408,61951,0.00,0.00%,0
12,金曜日,02_一般／リースバック-部分一致｜リスタート,34,377,9.02%,JPY,1096,37256,1.00,2.94%,37256
12,土曜日,02_一般／リースバック-部分一致｜リスタート,37,341,10.85%,JPY,1570,58079,2.17,5.86%,26806
12,日曜日,02_一般／リースバック-フレーズ以上,0,6,0.00%,JPY,0,0,0.00,0,0
12,月曜日,02_一般／リースバック-フレーズ以上,3,11,27.27%,JPY,990,2970,0.00,0.00%,0
12,火曜日,02_一般／リースバック-フレーズ以上,0,2,0.00%,JPY,0,0,0.00,0,0
12,水曜日,02_一般／リースバック-フレーズ以上,0,4,0.00%,JPY,0,0,0.00,0,0
12,木曜日,02_一般／リースバック-フレーズ以上,2,16,12.50%,JPY,912,1823,0.00,0.00%,0
12,金曜日,02_一般／リースバック-フレーズ以上,3,10,30.00%,JPY,2760,8281,0.00,0.00%,0
12,土曜日,02_一般／リースバック-フレーズ以上,0,6,0.00%,JPY,0,0,0.00,0,0
12,日曜日,L2_リースバック｜最適化テスト,3,7,42.86%,JPY,1841,5522,0.00,0.00%,0
12,日曜日,【CP】検索_リースバックコンサル,25,485,5.15%,JPY,1633,40836,0.50,2.00%,81671
12,月曜日,【CP】検索_リースバックコンサル,30,468,6.41%,JPY,2060,61801,1.00,3.33%,61801
12,火曜日,【CP】検索_リースバックコンサル,40,580,6.90%,JPY,2747,109862,2.00,5.00%,54931
12,水曜日,【CP】検索_リースバックコンサル,42,714,5.88%,JPY,1681,70583,3.00,7.14%,23528
12,木曜日,【CP】検索_リースバックコンサル,35,504,6.94%,JPY,2091,73199,3.50,10.00%,20914
12,金曜日,【CP】検索_リースバックコンサル,37,623,5.94%,JPY,2031,75159,2.00,5.41%,37580
12,土曜日,【CP】検索_リースバックコンサル,19,300,6.33%,JPY,4113,78144,2.00,10.53%,39072
12,日曜日,【CP】P-MAX_リースバックコンサル,0,206,0.00%,JPY,0,66,0.00,0.00%,0
12,月曜日,【CP】P-MAX_リースバックコンサル,9,721,1.25%,JPY,169,1520,0.00,0.00%,0
12,火曜日,【CP】P-MAX_リースバックコンサル,1,100,1.00%,JPY,24,24,0.00,0.00%,0
12,水曜日,【CP】P-MAX_リースバックコンサル,3,298,1.01%,JPY,194,581,0.00,0.00%,0
12,木曜日,【CP】P-MAX_リースバックコンサル,3,97,3.09%,JPY,54,162,0.00,0.00%,0
12,金曜日,【CP】P-MAX_リースバックコンサル,13,412,3.16%,JPY,57,741,0.00,0.00%,0
12,土曜日,【CP】P-MAX_リースバックコンサル,20,"1,148",1.74%,JPY,71,1423,0.00,0.00%,0
12,日曜日,【CP】リマーケティング_リースバックコンサル,32,"2,448",1.31%,JPY,25,785,0.00,0.00%,0
12,月曜日,【CP】リマーケティング_リースバックコンサル,5,776,0.64%,JPY,16,78,0.00,0.00%,0
12,火曜日,【CP】リマーケティング_リースバックコンサル,3,451,0.67%,JPY,12,35,0.00,0.00%,0
12,水曜日,【CP】リマーケティング_リースバックコンサル,149,"30,054",0.50%,JPY,39,5860,0.00,0.00%,0
12,木曜日,【CP】リマーケティング_リースバックコンサル,9,877,1.03%,JPY,59,535,0.00,0.00%,0
12,金曜日,【CP】リマーケティング_リースバックコンサル,12,"1,149",1.04%,JPY,3,40,0.00,0.00%,0
12,土曜日,【CP】リマーケティング_リースバックコンサル,8,559,1.43%,JPY,15,123,0.00,0.00%,0
12,日曜日,【CP】検索_「リースバック」完全一致のみ,0,0,0,JPY,0,0,0.00,0,0
12,火曜日,【CP】検索_「リースバック」完全一致のみ,0,0,0,JPY,0,0,0.00,0,0
12,木曜日,【CP】検索_「リースバック」完全一致のみ,0,0,0,JPY,0,0,0.00,0,0
12,金曜日,【CP】検索_「リースバック」完全一致のみ,0,0,0,JPY,0,0,0.00,0,0
12,土曜日,【CP】検索_「リースバック」完全一致のみ,0,0,0,JPY,0,0,0.00,0,0
12,日曜日,NEW［不動産］リースバック,31,336,9.23%,JPY,2218,68744,1.00,3.23%,68744
12,月曜日,NEW［不動産］リースバック,25,594,4.21%,JPY,2380,59498,1.00,4.00%,59498
12,火曜日,NEW［不動産］リースバック,43,620,6.94%,JPY,1366,58727,0.00,0.00%,0
12,水曜日,NEW［不動産］リースバック,21,568,3.70%,JPY,2539,53317,2.00,9.52%,26658
12,木曜日,NEW［不動産］リースバック,34,754,4.51%,JPY,2281,77559,2.00,5.88%,38779
12,金曜日,NEW［不動産］リースバック,34,580,5.86%,JPY,2013,68449,6.13,18.01%,11175
12,土曜日,NEW［不動産］リースバック,33,406,8.13%,JPY,1574,51953,1.00,3.03%,51953
12,日曜日,NEW［不動産］リースバック｜2026,3,34,8.82%,JPY,900,2701,0.00,0.00%,0
12,月曜日,NEW［不動産］リースバック｜2026,2,46,4.35%,JPY,1755,3510,0.00,0.00%,0
12,火曜日,NEW［不動産］リースバック｜2026,2,54,3.70%,JPY,944,1888,0.00,0.00%,0
12,水曜日,NEW［不動産］リースバック｜2026,8,57,14.04%,JPY,399,3195,0.00,0.00%,0
12,木曜日,NEW［不動産］リースバック｜2026,3,39,7.69%,JPY,1301,3904,0.00,0.00%,0
12,金曜日,NEW［不動産］リースバック｜2026,2,73,2.74%,JPY,290,580,0.00,0.00%,0
12,土曜日,NEW［不動産］リースバック｜2026,4,89,4.49%,JPY,1675,6698,0.00,0.00%,0
12,日曜日,［不動産］リースバック｜強化,69,773,8.93%,JPY,983,67817,2.00,2.90%,33908
12,月曜日,［不動産］リースバック｜強化,43,965,4.46%,JPY,1346,57893,1.00,2.33%,57893
12,火曜日,［不動産］リースバック｜強化,55,"1,048",5.25%,JPY,1749,96195,3.00,5.45%,32065
12,水曜日,［不動産］リースバック｜強化,41,909,4.51%,JPY,933,38239,0.00,0.00%,0
12,木曜日,［不動産］リースバック｜強化,51,"1,088",4.69%,JPY,767,39102,2.00,3.92%,19551
12,金曜日,［不動産］リースバック｜強化,78,800,9.75%,JPY,519,40502,1.00,1.28%,40502
12,土曜日,［不動産］リースバック｜強化,57,697,8.18%,JPY,925,52722,2.00,3.51%,26361
13,日曜日,01_指名,0,2,0.00%,JPY,0,0,0.00,0,0
13,月曜日,01_指名,2,7,28.57%,JPY,693,1386,0.00,0.00%,0
13,火曜日,01_指名,1,6,16.67%,JPY,785,785,0.00,0.00%,0
13,水曜日,01_指名,1,2,50.00%,JPY,373,373,0.00,0.00%,0
13,木曜日,01_指名,1,5,20.00%,JPY,1362,1362,0.00,0.00%,0
13,金曜日,01_指名,1,3,33.33%,JPY,378,378,0.00,0.00%,0
13,土曜日,01_指名,0,3,0.00%,JPY,0,0,0.00,0,0
13,日曜日,※終了※02_一般,10,136,7.35%,JPY,1458,14579,1.00,10.00%,14579
13,月曜日,※終了※02_一般,90,"1,299",6.93%,JPY,822,73958,3.00,3.33%,24653
13,火曜日,※終了※02_一般,93,"1,477",6.30%,JPY,907,84311,4.11,4.42%,20519
13,水曜日,※終了※02_一般,107,"1,420",7.54%,JPY,876,93679,5.00,4.67%,18736
13,木曜日,※終了※02_一般,108,"1,518",7.11%,JPY,908,98074,2.18,2.02%,44889
13,金曜日,※終了※02_一般,92,"1,333",6.90%,JPY,820,75401,7.00,7.61%,10772
13,土曜日,※終了※02_一般,72,919,7.83%,JPY,961,69194,4.00,5.56%,17299
13,月曜日,※終了※03_競合,0,3,0.00%,JPY,0,0,0.00,0,0
13,火曜日,※終了※03_競合,0,8,0.00%,JPY,0,0,0.00,0,0
13,水曜日,※終了※03_競合,3,44,6.82%,JPY,467,1401,0.00,0.00%,0
13,木曜日,※終了※03_競合,1,35,2.86%,JPY,409,409,0.00,0.00%,0
13,金曜日,※終了※03_競合,3,35,8.57%,JPY,732,2196,0.00,0.00%,0
13,土曜日,※終了※03_競合,0,5,0.00%,JPY,0,0,0.00,0,0
13,日曜日,02_一般／リースバック複合KW,0,11,0.00%,JPY,0,0,0.00,0,0
13,月曜日,02_一般／リースバック複合KW,11,92,11.96%,JPY,1322,14545,3.66,33.31%,3969
13,火曜日,02_一般／リースバック複合KW,8,65,12.31%,JPY,798,6382,0.00,0.00%,0
13,水曜日,02_一般／リースバック複合KW,3,45,6.67%,JPY,1249,3746,0.00,0.00%,0
13,木曜日,02_一般／リースバック複合KW,10,41,24.39%,JPY,696,6956,1.00,10.00%,6956
13,金曜日,02_一般／リースバック複合KW,8,56,14.29%,JPY,850,6800,0.00,0.00%,0
13,土曜日,02_一般／リースバック複合KW,9,66,13.64%,JPY,754,6790,0.50,5.59%,13496
13,月曜日,02_一般／リースバック単一KW,18,191,9.42%,JPY,937,16869,1.00,5.56%,16869
13,火曜日,02_一般／リースバック単一KW,14,188,7.45%,JPY,1192,16692,1.00,7.14%,16692
13,水曜日,02_一般／リースバック単一KW,13,154,8.44%,JPY,833,10828,0.00,0.00%,0
13,木曜日,02_一般／リースバック単一KW,12,232,5.17%,JPY,1255,15061,1.11,9.27%,13546
13,金曜日,02_一般／リースバック単一KW,15,205,7.32%,JPY,970,14544,0.02,0.13%,769483
13,土曜日,02_一般／リースバック単一KW,7,119,5.88%,JPY,764,5349,1.00,14.29%,5349
13,月曜日,FIND／リースバック,8,320,2.50%,JPY,310,2483,0.00,0.00%,0
13,火曜日,FIND／リースバック,7,377,1.86%,JPY,79,550,0.00,0.00%,0
13,水曜日,FIND／リースバック,15,"1,365",1.10%,JPY,33,498,0.00,0.00%,0
13,木曜日,FIND／リースバック,9,869,1.04%,JPY,78,705,0.00,0.00%,0
13,金曜日,FIND／リースバック,0,108,0.00%,JPY,0,204,0.00,0.00%,0
13,日曜日,02_一般｜リースバック＋比較,0,1,0.00%,JPY,0,0,0.00,0,0
13,月曜日,02_一般｜リースバック＋比較,0,3,0.00%,JPY,0,0,0.00,0,0
13,水曜日,02_一般｜リースバック＋比較,0,0,0,JPY,0,0,0.00,0,0
13,木曜日,02_一般｜リースバック＋比較,2,2,100.00%,JPY,805,1610,0.00,0.00%,0
13,金曜日,02_一般｜リースバック＋比較,0,3,0.00%,JPY,0,0,0.00,0,0
13,土曜日,02_一般｜リースバック＋比較,0,1,0.00%,JPY,0,0,0.00,0,0
13,月曜日,02_一般／リースバック,2,15,13.33%,JPY,338,675,0.00,0.00%,0
13,火曜日,02_一般／リースバック,6,20,30.00%,JPY,1952,11713,0.00,0.00%,0
13,水曜日,02_一般／リースバック,3,10,30.00%,JPY,2485,7455,0.00,0.00%,0
13,木曜日,02_一般／リースバック,9,25,36.00%,JPY,2153,19380,0.00,0.00%,0
13,金曜日,02_一般／リースバック,2,14,14.29%,JPY,675,1351,0.00,0.00%,0
13,土曜日,02_一般／リースバック,2,3,66.67%,JPY,2152,4304,0.00,0.00%,0
13,日曜日,02_一般／リースバック-部分一致,21,163,12.88%,JPY,736,15458,1.00,4.76%,15458
13,月曜日,02_一般／リースバック-部分一致,160,874,18.31%,JPY,215,34433,1.00,0.63%,34433
13,火曜日,02_一般／リースバック-部分一致,14,125,11.20%,JPY,300,4194,0.00,0.00%,0
13,水曜日,02_一般／リースバック-部分一致,6,170,3.53%,JPY,301,1806,0.00,0.00%,0
13,木曜日,02_一般／リースバック-部分一致,18,136,13.24%,JPY,259,4668,0.00,0.00%,0
13,金曜日,02_一般／リースバック-部分一致,21,151,13.91%,JPY,417,8762,1.00,4.76%,8762
13,土曜日,02_一般／リースバック-部分一致,14,213,6.57%,JPY,543,7604,1.00,7.14%,7604
13,日曜日,02_一般／リースバック-部分一致｜再構築,69,"1,005",6.87%,JPY,353,24374,1.00,1.45%,24374
13,月曜日,02_一般／リースバック-部分一致｜再構築,261,"1,372",19.02%,JPY,297,77518,1.00,0.38%,77518
13,火曜日,02_一般／リースバック-部分一致｜再構築,68,663,10.26%,JPY,460,31280,1.00,1.47%,31280
13,水曜日,02_一般／リースバック-部分一致｜再構築,44,463,9.50%,JPY,506,22245,4.00,9.09%,5561
13,木曜日,02_一般／リースバック-部分一致｜再構築,70,452,15.49%,JPY,371,25953,2.00,2.86%,12977
13,金曜日,02_一般／リースバック-部分一致｜再構築,40,481,8.32%,JPY,553,22110,2.33,5.83%,9476
13,土曜日,02_一般／リースバック-部分一致｜再構築,35,623,5.62%,JPY,475,16625,1.00,2.86%,16625
13,日曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
13,月曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
13,火曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
13,水曜日,02_一般／地域,0,7,0.00%,JPY,0,0,0.00,0,0
13,木曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
13,金曜日,02_一般／地域,0,0,0,JPY,0,0,0.00,0,0
13,土曜日,02_一般／地域,1,1,100.00%,JPY,3292,3292,1.00,100.00%,3292
13,日曜日,02_一般／リースバック-部分一致｜再々構築,24,298,8.05%,JPY,423,10163,1.00,4.17%,10163
13,月曜日,02_一般／リースバック-部分一致｜再々構築,221,"1,087",20.33%,JPY,275,60809,1.00,0.45%,60809
13,火曜日,02_一般／リースバック-部分一致｜再々構築,35,543,6.45%,JPY,749,26224,4.00,11.43%,6556
13,水曜日,02_一般／リースバック-部分一致｜再々構築,38,255,14.90%,JPY,323,12267,0.00,0.00%,0
13,木曜日,02_一般／リースバック-部分一致｜再々構築,36,380,9.47%,JPY,455,16366,0.00,0.00%,0
13,金曜日,02_一般／リースバック-部分一致｜再々構築,30,415,7.23%,JPY,361,10841,0.00,0.00%,0
13,土曜日,02_一般／リースバック-部分一致｜再々構築,28,243,11.52%,JPY,536,14999,1.00,3.57%,14999
13,日曜日,02_一般／リースバック-部分一致｜再々構築 #2,38,340,11.18%,JPY,721,27410,1.00,2.63%,27410
13,月曜日,02_一般／リースバック-部分一致｜再々構築 #2,177,"1,126",15.72%,JPY,353,62533,1.00,0.56%,62533
13,火曜日,02_一般／リースバック-部分一致｜再々構築 #2,42,418,10.05%,JPY,749,31437,1.00,2.38%,31437
13,水曜日,02_一般／リースバック-部分一致｜再々構築 #2,35,395,8.86%,JPY,570,19942,2.00,5.71%,9971
13,木曜日,02_一般／リースバック-部分一致｜再々構築 #2,32,407,7.86%,JPY,660,21124,1.00,3.13%,21124
13,金曜日,02_一般／リースバック-部分一致｜再々構築 #2,39,403,9.68%,JPY,470,18318,0.00,0.00%,0
13,土曜日,02_一般／リースバック-部分一致｜再々構築 #2,29,312,9.29%,JPY,1124,32582,0.00,0.00%,0
13,日曜日,02_一般／リースバック-部分一致｜再々構築 #3,41,333,12.31%,JPY,493,20225,0.00,0.00%,0
13,月曜日,02_一般／リースバック-部分一致｜再々構築 #3,87,756,11.51%,JPY,584,50822,2.00,2.30%,25411
13,火曜日,02_一般／リースバック-部分一致｜再々構築 #3,104,800,13.00%,JPY,561,58329,0.00,0.00%,0
13,水曜日,02_一般／リースバック-部分一致｜再々構築 #3,28,358,7.82%,JPY,716,20056,0.00,0.00%,0
13,木曜日,02_一般／リースバック-部分一致｜再々構築 #3,44,338,13.02%,JPY,729,32080,4.50,10.23%,7129
13,金曜日,02_一般／リースバック-部分一致｜再々構築 #3,44,401,10.97%,JPY,578,25414,3.00,6.82%,8471
13,土曜日,02_一般／リースバック-部分一致｜再々構築 #3,32,319,10.03%,JPY,544,17421,1.50,4.69%,11614
13,月曜日,02_一般／リースバック-部分一致｜再々構築 #4,2,32,6.25%,JPY,132,264,0.00,0.00%,0
13,火曜日,02_一般／リースバック-部分一致｜再々構築 #4,8,68,11.76%,JPY,942,7539,0.00,0.00%,0
13,水曜日,02_一般／リースバック-部分一致｜再々構築 #4,5,60,8.33%,JPY,348,1741,0.00,0.00%,0
13,木曜日,02_一般／リースバック-部分一致｜再々構築 #4,3,48,6.25%,JPY,585,1755,0.00,0.00%,0
13,金曜日,02_一般／リースバック-部分一致｜再々構築 #4,6,44,13.64%,JPY,809,4856,0.00,0.00%,0
13,土曜日,02_一般／リースバック-部分一致｜再々構築 #4,3,56,5.36%,JPY,341,1022,0.00,0.00%,0
13,日曜日,02_一般／リースバック-部分一致｜再々構築 #5,338,"3,076",10.99%,JPY,850,287215,10.00,2.96%,28722
13,月曜日,02_一般／リースバック-部分一致｜再々構築 #5,304,"3,295",9.23%,JPY,922,280405,8.00,2.63%,35051
13,火曜日,02_一般／リースバック-部分一致｜再々構築 #5,558,"4,778",11.68%,JPY,609,340079,10.00,1.79%,34008
13,水曜日,02_一般／リースバック-部分一致｜再々構築 #5,343,"3,057",11.22%,JPY,746,255744,10.00,2.92%,25574
13,木曜日,02_一般／リースバック-部分一致｜再々構築 #5,284,"2,995",9.48%,JPY,874,248354,6.00,2.11%,41392
